,n1,n2,p-values
538,42.0,54.0,6.056012817214259e-10
539,46.0,50.0,1.6229935677890172e-08
540,39.0,57.0,2.531469064373551e-15
541,45.0,51.0,1.4266713195695027e-35
542,47.0,49.0,1.2699127508977758e-14
543,50.0,46.0,2.915390521232869e-10
544,59.0,37.0,6.376472153802006e-70
545,47.0,49.0,8.864624333476157e-22
546,45.0,51.0,1.9592569079746816e-13
547,38.0,58.0,1.0551509164397058e-07
548,52.0,44.0,5.1113877199708226e-11
549,51.0,45.0,1.8743293136484695e-34
550,51.0,45.0,2.5036119696333245e-24
551,60.0,36.0,1.3700379178694134e-08
552,46.0,50.0,1.8747567880802627e-38
553,44.0,52.0,3.421884715246127e-07
554,55.0,41.0,1.0712472236314187e-21
555,40.0,56.0,3.4486185015354404e-06
556,55.0,41.0,5.8235214080347976e-36
557,49.0,47.0,3.654379844452943e-09
558,39.0,57.0,4.693764785503257e-16
559,48.0,48.0,1.4719288130670017e-12
560,45.0,51.0,1.3000061447275586e-06
561,51.0,45.0,6.025056687546407e-19
562,48.0,48.0,1.3590220694812176e-16
563,50.0,46.0,2.0977788056223517e-33
564,43.0,53.0,1.1431887143524945e-26
565,44.0,52.0,3.307388363788055e-31
566,50.0,46.0,4.892593376711492e-05
567,47.0,49.0,1.2884409518881714e-11
568,45.0,51.0,1.4022438105852633e-78
569,46.0,50.0,1.7349414369168418e-40
570,44.0,52.0,6.186697703980565e-09
571,52.0,44.0,9.25998464248959e-15
572,43.0,53.0,0.0003439925938075117
573,54.0,42.0,1.6718855287640957e-13
574,45.0,51.0,2.0338659340324114e-33
575,55.0,41.0,2.3813038006924143e-07
576,50.0,46.0,0.00019827782341635085
577,48.0,48.0,5.484310751860979e-28
578,55.0,41.0,1.4345128279356378e-14
579,54.0,42.0,2.662887746205667e-11
580,46.0,50.0,3.083370350904358e-07
581,37.0,59.0,1.0714939254296043e-09
582,51.0,45.0,1.2962514066673086e-25
583,46.0,50.0,4.296831554884347e-07
584,45.0,51.0,1.2337407418816416e-09
585,46.0,50.0,5.98557174542825e-11
586,55.0,41.0,1.02015486707835e-10
587,50.0,46.0,2.5455752470182336e-06
588,48.0,48.0,1.0696063605836079e-10
589,48.0,48.0,8.213656260770293e-15
590,41.0,55.0,5.358111641659546e-31
591,52.0,44.0,7.504387276009795e-08
592,47.0,49.0,6.540613681631007e-11
593,53.0,43.0,2.382848691165998e-09
594,50.0,46.0,7.608118932545412e-14
595,45.0,51.0,2.051830797393106e-11
596,61.0,35.0,2.0076958290082643e-11
597,38.0,58.0,2.305481824616391e-14
598,52.0,44.0,1.6535346904614575e-129
599,52.0,44.0,2.520005544819801e-22
600,34.0,62.0,8.055310715158053e-42
601,46.0,50.0,1.0050551102161845e-17
602,55.0,41.0,2.3198437663218333e-11
603,52.0,44.0,3.645760366351092e-12
604,41.0,55.0,3.2958863133452292e-15
605,40.0,56.0,3.7092635196856926e-07
606,48.0,48.0,1.4499582873523806e-09
607,55.0,41.0,1.4953563716847654e-10
608,44.0,52.0,1.8011855750589108e-85
609,58.0,38.0,3.431870710394359e-07
610,48.0,48.0,2.140701626873896e-09
611,41.0,55.0,2.4244961946324938e-36
612,53.0,43.0,5.383903126195819e-09
613,43.0,53.0,8.646495615463045e-41
614,45.0,51.0,1.6665041069692263e-10
615,53.0,43.0,1.8257966646969763e-05
616,49.0,47.0,3.058470609838553e-12
617,42.0,54.0,1.184403662096472e-13
618,45.0,51.0,2.932675151876542e-07
619,41.0,55.0,1.9212030275166046e-07
620,45.0,51.0,1.896896521171771e-20
621,53.0,43.0,8.168853576921826e-10
622,50.0,46.0,7.286445697614101e-20
623,47.0,49.0,2.6904138139909073e-11
624,41.0,55.0,4.652435659563057e-10
625,48.0,48.0,7.994380852742789e-33
626,44.0,52.0,2.043550090339615e-09
627,46.0,50.0,5.253218566808108e-10
628,56.0,40.0,3.2457346093155987e-23
629,58.0,38.0,4.3095935776818055e-10
630,47.0,49.0,2.560449979079455e-10
631,49.0,47.0,1.1900363088819278e-27
632,49.0,47.0,8.922383618274479e-10
633,46.0,50.0,1.0838335054796878e-10
