,n1,n2,p-values
594,51.0,45.0,6.586265449729139e-19
595,37.0,59.0,6.880313593577895e-18
596,47.0,49.0,2.2148897575006924e-33
597,52.0,44.0,6.971682258870909e-27
598,42.0,54.0,2.383395014277912e-40
599,52.0,44.0,1.552689271914246e-51
600,43.0,53.0,5.468720987812427e-48
601,41.0,55.0,5.4197514313257555e-70
602,54.0,42.0,3.3337048630090435e-24
603,55.0,41.0,1.9801041621664904e-17
604,47.0,49.0,2.859647659261133e-41
605,52.0,44.0,1.4534348495714651e-18
606,48.0,48.0,2.853904866449323e-223
607,50.0,46.0,4.841136182199871e-38
608,46.0,50.0,3.1653342453503365e-21
609,51.0,45.0,1.2575243525975633e-37
610,43.0,53.0,6.92598122349879e-96
611,48.0,48.0,6.173063586646813e-35
612,39.0,57.0,3.4593401111633836e-32
613,44.0,52.0,1.531504241773836e-26
614,50.0,46.0,7.41173399792114e-24
615,46.0,50.0,8.684237177327759e-18
616,52.0,44.0,5.506013619021102e-20
617,49.0,47.0,5.8655015805503444e-31
618,48.0,48.0,1.5181018920798241e-46
619,43.0,53.0,2.2814042738282947e-35
620,45.0,51.0,2.0193545075763167e-28
621,58.0,38.0,1.4630988163426869e-15
622,45.0,51.0,6.984647465524766e-48
623,39.0,57.0,1.164762598845331e-33
624,54.0,42.0,9.947225923236045e-55
625,48.0,48.0,7.827801308690866e-37
626,58.0,38.0,1.3747078210996448e-13
627,44.0,52.0,2.274531450722972e-38
628,46.0,50.0,8.219474176289482e-28
629,60.0,36.0,2.5736603120071704e-17
630,43.0,53.0,4.1567606164802884e-19
631,41.0,55.0,3.7427643973923385e-66
632,53.0,43.0,3.55685229291436e-59
633,50.0,46.0,1.0377595410661192e-18
634,56.0,40.0,4.871947089208609e-101
635,48.0,48.0,8.536735309603764e-20
636,51.0,45.0,1.029102067846813e-12
637,45.0,51.0,5.799279614076457e-33
638,46.0,50.0,1.2118791907446333e-43
639,40.0,56.0,4.4087481781086875e-94
640,51.0,45.0,2.0249629297452724e-173
641,50.0,46.0,1.1024310884396623e-67
642,44.0,52.0,1.6098573495187428e-23
643,46.0,50.0,3.836355036788699e-17
644,45.0,51.0,3.420528770160462e-30
645,51.0,45.0,4.277583676931311e-37
646,50.0,46.0,5.044255320026993e-24
647,48.0,48.0,3.876519291432186e-37
648,48.0,48.0,8.958404097359064e-47
649,52.0,44.0,1.6307343609003901e-34
650,52.0,44.0,1.4221461206732461e-39
651,50.0,46.0,7.649261593755837e-44
